sentence,word,label
Mne to bs thora sa tehgya ab limit 9 bje milne tb lgadnea,thora,URD
Mne to bs thora sa tehgya ab limit 9 bje milne tb lgadnea,sa,URD
Mne to bs thora sa tehgya ab limit 9 bje milne tb lgadnea,tehgya,URD
Mne to bs thora sa tehgya ab limit 9 bje milne tb lgadnea,ab,URD
Mne to bs thora sa tehgya ab limit 9 bje milne tb lgadnea,limit,ENG
Mne to bs thora sa tehgya ab limit 9 bje milne tb lgadnea,9,URD
Mne to bs thora sa tehgya ab limit 9 bje milne tb lgadnea,bje,URD
Mne to bs thora sa tehgya ab limit 9 bje milne tb lgadnea,milne,URD
Mne to bs thora sa tehgya ab limit 9 bje milne tb lgadnea,tb,URD
Mne to bs thora sa tehgya ab limit 9 bje milne tb lgadnea,lgadnea,URD
Mne data bs lelia hai usmai neg way bhi tha ab log commnets positive km hi krte hai emre glti nhi,Mne,URD
Mne data bs lelia hai usmai neg way bhi tha ab log commnets positive km hi krte hai emre glti nhi,data,ENG
Mne data bs lelia hai usmai neg way bhi tha ab log commnets positive km hi krte hai emre glti nhi,bs,URD
Mne data bs lelia hai usmai neg way bhi tha ab log commnets positive km hi krte hai emre glti nhi,lelia,URD
Mne data bs lelia hai usmai neg way bhi tha ab log commnets positive km hi krte hai emre glti nhi,hai,URD
Mne data bs lelia hai usmai neg way bhi tha ab log commnets positive km hi krte hai emre glti nhi,usmai,URD
Mne data bs lelia hai usmai neg way bhi tha ab log commnets positive km hi krte hai emre glti nhi,neg,ENG
Mne data bs lelia hai usmai neg way bhi tha ab log commnets positive km hi krte hai emre glti nhi,way,ENG
Mne data bs lelia hai usmai neg way bhi tha ab log commnets positive km hi krte hai emre glti nhi,bhi,URD
Mne data bs lelia hai usmai neg way bhi tha ab log commnets positive km hi krte hai emre glti nhi,tha,URD
Mne data bs lelia hai usmai neg way bhi tha ab log commnets positive km hi krte hai emre glti nhi,ab,URD
Mne data bs lelia hai usmai neg way bhi tha ab log commnets positive km hi krte hai emre glti nhi,log,URD
Mne data bs lelia hai usmai neg way bhi tha ab log commnets positive km hi krte hai emre glti nhi,commnets,ENG
Mne data bs lelia hai usmai neg way bhi tha ab log commnets positive km hi krte hai emre glti nhi,positive,ENG
Mne data bs lelia hai usmai neg way bhi tha ab log commnets positive km hi krte hai emre glti nhi,km,URD
Mne data bs lelia hai usmai neg way bhi tha ab log commnets positive km hi krte hai emre glti nhi,hi,URD
Mne data bs lelia hai usmai neg way bhi tha ab log commnets positive km hi krte hai emre glti nhi,krte,URD
Mne data bs lelia hai usmai neg way bhi tha ab log commnets positive km hi krte hai emre glti nhi,hai,URD
Mne data bs lelia hai usmai neg way bhi tha ab log commnets positive km hi krte hai emre glti nhi,emre,URD
Mne data bs lelia hai usmai neg way bhi tha ab log commnets positive km hi krte hai emre glti nhi,glti,URD
Mne data bs lelia hai usmai neg way bhi tha ab log commnets positive km hi krte hai emre glti nhi,nhi,URD
yar auntie ayi hain neighbors,yar,URD
yar auntie ayi hain neighbors,auntie,ENG
yar auntie ayi hain neighbors,ayi,URD
yar auntie ayi hain neighbors,hain,URD
yar auntie ayi hain neighbors,neighbors,ENG
mein tb se ghr ke kaam kr rai ab Raat ko start kru gi krna,mein,URD
mein tb se ghr ke kaam kr rai ab Raat ko start kru gi krna,tb,URD
mein tb se ghr ke kaam kr rai ab Raat ko start kru gi krna,se,URD
mein tb se ghr ke kaam kr rai ab Raat ko start kru gi krna,ghr,URD
mein tb se ghr ke kaam kr rai ab Raat ko start kru gi krna,ke,URD
mein tb se ghr ke kaam kr rai ab Raat ko start kru gi krna,kaam,URD
mein tb se ghr ke kaam kr rai ab Raat ko start kru gi krna,kr,URD
mein tb se ghr ke kaam kr rai ab Raat ko start kru gi krna,rai,URD
mein tb se ghr ke kaam kr rai ab Raat ko start kru gi krna,ab,URD
mein tb se ghr ke kaam kr rai ab Raat ko start kru gi krna,Raat,URD
mein tb se ghr ke kaam kr rai ab Raat ko start kru gi krna,ko,URD
mein tb se ghr ke kaam kr rai ab Raat ko start kru gi krna,start,ENG
mein tb se ghr ke kaam kr rai ab Raat ko start kru gi krna,kru,URD
mein tb se ghr ke kaam kr rai ab Raat ko start kru gi krna,gi,URD
mein tb se ghr ke kaam kr rai ab Raat ko start kru gi krna,krna,URD
Ma ab apna week 6 aj khatam krlena jesa bhi ho,Ma,URD
Ma ab apna week 6 aj khatam krlena jesa bhi ho,ab,URD
Ma ab apna week 6 aj khatam krlena jesa bhi ho,apna,URD
Ma ab apna week 6 aj khatam krlena jesa bhi ho,week,ENG
Ma ab apna week 6 aj khatam krlena jesa bhi ho,6,URD
Ma ab apna week 6 aj khatam krlena jesa bhi ho,aj,URD
Ma ab apna week 6 aj khatam krlena jesa bhi ho,khatam,URD
Ma ab apna week 6 aj khatam krlena jesa bhi ho,krlena,URD
Ma ab apna week 6 aj khatam krlena jesa bhi ho,jesa,URD
Ma ab apna week 6 aj khatam krlena jesa bhi ho,bhi,URD
Ma ab apna week 6 aj khatam krlena jesa bhi ho,ho,URD
han presentation bhi bnani prni,han,URD
han presentation bhi bnani prni,presentation,ENG
han presentation bhi bnani prni,bhi,URD
han presentation bhi bnani prni,bnani,URD
han presentation bhi bnani prni,prni,URD
Pehle bhi howa hai mere sath nhi krte as such,Pehle,URD
Pehle bhi howa hai mere sath nhi krte as such,bhi,URD
Pehle bhi howa hai mere sath nhi krte as such,howa,URD
Pehle bhi howa hai mere sath nhi krte as such,hai,URD
Pehle bhi howa hai mere sath nhi krte as such,mere,URD
Pehle bhi howa hai mere sath nhi krte as such,sath,URD
Pehle bhi howa hai mere sath nhi krte as such,nhi,URD
Pehle bhi howa hai mere sath nhi krte as such,krte,URD
Pehle bhi howa hai mere sath nhi krte as such,as,ENG
Pehle bhi howa hai mere sath nhi krte as such,such,ENG
Serious talk tmhare sath krte hai mere stah nhi mai jawab dedete ho ais liye,Serious,ENG
Serious talk tmhare sath krte hai mere stah nhi mai jawab dedete ho ais liye,talk,ENG
Serious talk tmhare sath krte hai mere stah nhi mai jawab dedete ho ais liye,tmhare,URD
Serious talk tmhare sath krte hai mere stah nhi mai jawab dedete ho ais liye,sath,URD
Serious talk tmhare sath krte hai mere stah nhi mai jawab dedete ho ais liye,krte,URD
Serious talk tmhare sath krte hai mere stah nhi mai jawab dedete ho ais liye,hai,URD
Serious talk tmhare sath krte hai mere stah nhi mai jawab dedete ho ais liye,mere,URD
Serious talk tmhare sath krte hai mere stah nhi mai jawab dedete ho ais liye,stah,URD
Serious talk tmhare sath krte hai mere stah nhi mai jawab dedete ho ais liye,nhi,URD
Serious talk tmhare sath krte hai mere stah nhi mai jawab dedete ho ais liye,mai,URD
Serious talk tmhare sath krte hai mere stah nhi mai jawab dedete ho ais liye,jawab,URD
Serious talk tmhare sath krte hai mere stah nhi mai jawab dedete ho ais liye,dedete,URD
Serious talk tmhare sath krte hai mere stah nhi mai jawab dedete ho ais liye,ho,URD
Serious talk tmhare sath krte hai mere stah nhi mai jawab dedete ho ais liye,ais,URD
Serious talk tmhare sath krte hai mere stah nhi mai jawab dedete ho ais liye,liye,URD
Mai bhi krne lgi ab internship ka,Mai,URD
Mai bhi krne lgi ab internship ka,bhi,URD
Mai bhi krne lgi ab internship ka,krne,URD
Mai bhi krne lgi ab internship ka,lgi,URD
Mai bhi krne lgi ab internship ka,ab,URD
Mai bhi krne lgi ab internship ka,internship,ENG
Mai bhi krne lgi ab internship ka,ka,URD
yar mera kaan phir shuru hi gya uski waja se aj ka din bhi Pura zaya mera,yar,URD
yar mera kaan phir shuru hi gya uski waja se aj ka din bhi Pura zaya mera,mera,URD
yar mera kaan phir shuru hi gya uski waja se aj ka din bhi Pura zaya mera,kaan,URD
yar mera kaan phir shuru hi gya uski waja se aj ka din bhi Pura zaya mera,phir,URD
yar mera kaan phir shuru hi gya uski waja se aj ka din bhi Pura zaya mera,shuru,URD
yar mera kaan phir shuru hi gya uski waja se aj ka din bhi Pura zaya mera,hi,URD
yar mera kaan phir shuru hi gya uski waja se aj ka din bhi Pura zaya mera,gya,URD
yar mera kaan phir shuru hi gya uski waja se aj ka din bhi Pura zaya mera,uski,URD
yar mera kaan phir shuru hi gya uski waja se aj ka din bhi Pura zaya mera,waja,URD
yar mera kaan phir shuru hi gya uski waja se aj ka din bhi Pura zaya mera,se,URD
yar mera kaan phir shuru hi gya uski waja se aj ka din bhi Pura zaya mera,aj,URD
yar mera kaan phir shuru hi gya uski waja se aj ka din bhi Pura zaya mera,ka,URD
yar mera kaan phir shuru hi gya uski waja se aj ka din bhi Pura zaya mera,din,URD
yar mera kaan phir shuru hi gya uski waja se aj ka din bhi Pura zaya mera,bhi,URD
yar mera kaan phir shuru hi gya uski waja se aj ka din bhi Pura zaya mera,Pura,URD
yar mera kaan phir shuru hi gya uski waja se aj ka din bhi Pura zaya mera,zaya,URD
yar mera kaan phir shuru hi gya uski waja se aj ka din bhi Pura zaya mera,mera,URD
Mere samne usne baat nhi ki thi jotmhare samne ki thi ke ajeeb lgrha hoga creepy aplogo ko,Mere,URD
Mere samne usne baat nhi ki thi jotmhare samne ki thi ke ajeeb lgrha hoga creepy aplogo ko,samne,URD
Mere samne usne baat nhi ki thi jotmhare samne ki thi ke ajeeb lgrha hoga creepy aplogo ko,usne,URD
Mere samne usne baat nhi ki thi jotmhare samne ki thi ke ajeeb lgrha hoga creepy aplogo ko,baat,URD
Mere samne usne baat nhi ki thi jotmhare samne ki thi ke ajeeb lgrha hoga creepy aplogo ko,nhi,URD
Mere samne usne baat nhi ki thi jotmhare samne ki thi ke ajeeb lgrha hoga creepy aplogo ko,ki,URD
Mere samne usne baat nhi ki thi jotmhare samne ki thi ke ajeeb lgrha hoga creepy aplogo ko,thi,URD
Mere samne usne baat nhi ki thi jotmhare samne ki thi ke ajeeb lgrha hoga creepy aplogo ko,jotmhare,URD
Mere samne usne baat nhi ki thi jotmhare samne ki thi ke ajeeb lgrha hoga creepy aplogo ko,samne,URD
Mere samne usne baat nhi ki thi jotmhare samne ki thi ke ajeeb lgrha hoga creepy aplogo ko,ki,URD
Mere samne usne baat nhi ki thi jotmhare samne ki thi ke ajeeb lgrha hoga creepy aplogo ko,thi,URD
Mere samne usne baat nhi ki thi jotmhare samne ki thi ke ajeeb lgrha hoga creepy aplogo ko,ke,URD
Mere samne usne baat nhi ki thi jotmhare samne ki thi ke ajeeb lgrha hoga creepy aplogo ko,ajeeb,URD
Mere samne usne baat nhi ki thi jotmhare samne ki thi ke ajeeb lgrha hoga creepy aplogo ko,lgrha,URD
Mere samne usne baat nhi ki thi jotmhare samne ki thi ke ajeeb lgrha hoga creepy aplogo ko,hoga,URD
Mere samne usne baat nhi ki thi jotmhare samne ki thi ke ajeeb lgrha hoga creepy aplogo ko,creepy,ENG
Mere samne usne baat nhi ki thi jotmhare samne ki thi ke ajeeb lgrha hoga creepy aplogo ko,aplogo,URD
Mere samne usne baat nhi ki thi jotmhare samne ki thi ke ajeeb lgrha hoga creepy aplogo ko,ko,URD
Tb mjy proper shak howa tha chupa bhi nhi thi thi,Tb,URD
Tb mjy proper shak howa tha chupa bhi nhi thi thi,mjy,URD
Tb mjy proper shak howa tha chupa bhi nhi thi thi,proper,ENG
Tb mjy proper shak howa tha chupa bhi nhi thi thi,shak,URD
Tb mjy proper shak howa tha chupa bhi nhi thi thi,howa,URD
Tb mjy proper shak howa tha chupa bhi nhi thi thi,tha,URD
Tb mjy proper shak howa tha chupa bhi nhi thi thi,chupa,URD
Tb mjy proper shak howa tha chupa bhi nhi thi thi,bhi,URD
Tb mjy proper shak howa tha chupa bhi nhi thi thi,nhi,URD
Tb mjy proper shak howa tha chupa bhi nhi thi thi,thi,URD
Tb mjy proper shak howa tha chupa bhi nhi thi thi,thi,URD
Shadi proposals aik dosre ke derhe pta krwarhe akele mjy lgta mama agai bethi hai,Shadi,URD
Shadi proposals aik dosre ke derhe pta krwarhe akele mjy lgta mama agai bethi hai,proposals,ENG
Shadi proposals aik dosre ke derhe pta krwarhe akele mjy lgta mama agai bethi hai,aik,URD
Shadi proposals aik dosre ke derhe pta krwarhe akele mjy lgta mama agai bethi hai,dosre,URD
Shadi proposals aik dosre ke derhe pta krwarhe akele mjy lgta mama agai bethi hai,ke,URD
Shadi proposals aik dosre ke derhe pta krwarhe akele mjy lgta mama agai bethi hai,derhe,URD
Shadi proposals aik dosre ke derhe pta krwarhe akele mjy lgta mama agai bethi hai,pta,URD
Shadi proposals aik dosre ke derhe pta krwarhe akele mjy lgta mama agai bethi hai,krwarhe,URD
Shadi proposals aik dosre ke derhe pta krwarhe akele mjy lgta mama agai bethi hai,akele,URD
Shadi proposals aik dosre ke derhe pta krwarhe akele mjy lgta mama agai bethi hai,mjy,URD
Shadi proposals aik dosre ke derhe pta krwarhe akele mjy lgta mama agai bethi hai,lgta,URD
Shadi proposals aik dosre ke derhe pta krwarhe akele mjy lgta mama agai bethi hai,mama,URD
Shadi proposals aik dosre ke derhe pta krwarhe akele mjy lgta mama agai bethi hai,agai,URD
Shadi proposals aik dosre ke derhe pta krwarhe akele mjy lgta mama agai bethi hai,bethi,URD
Shadi proposals aik dosre ke derhe pta krwarhe akele mjy lgta mama agai bethi hai,hai,URD
Guys mai auntio ki party mai aye ho,Guys,ENG
Guys mai auntio ki party mai aye ho,mai,URD
Guys mai auntio ki party mai aye ho,auntio,URD
Guys mai auntio ki party mai aye ho,ki,URD
Guys mai auntio ki party mai aye ho,party,ENG
Guys mai auntio ki party mai aye ho,mai,URD
Guys mai auntio ki party mai aye ho,aye,URD
Guys mai auntio ki party mai aye ho,ho,URD
Inko use krr k koi b app yaa khuch b banwana mushkil nai hy,Inko,URD
Inko use krr k koi b app yaa khuch b banwana mushkil nai hy,use,ENG
Inko use krr k koi b app yaa khuch b banwana mushkil nai hy,krr,URD
Inko use krr k koi b app yaa khuch b banwana mushkil nai hy,k,URD
Inko use krr k koi b app yaa khuch b banwana mushkil nai hy,koi,URD
Inko use krr k koi b app yaa khuch b banwana mushkil nai hy,b,URD
Inko use krr k koi b app yaa khuch b banwana mushkil nai hy,app,ENG
Inko use krr k koi b app yaa khuch b banwana mushkil nai hy,yaa,URD
Inko use krr k koi b app yaa khuch b banwana mushkil nai hy,khuch,URD
Inko use krr k koi b app yaa khuch b banwana mushkil nai hy,b,URD
Inko use krr k koi b app yaa khuch b banwana mushkil nai hy,banwana,URD
Inko use krr k koi b app yaa khuch b banwana mushkil nai hy,mushkil,URD
Inko use krr k koi b app yaa khuch b banwana mushkil nai hy,nai,URD
Inko use krr k koi b app yaa khuch b banwana mushkil nai hy,hy,URD
Haan agr us darmeyaan me koi issue aye tb kisi ko hire kro,Haan,URD
Haan agr us darmeyaan me koi issue aye tb kisi ko hire kro,agr,URD
Haan agr us darmeyaan me koi issue aye tb kisi ko hire kro,us,URD
Haan agr us darmeyaan me koi issue aye tb kisi ko hire kro,darmeyaan,URD
Haan agr us darmeyaan me koi issue aye tb kisi ko hire kro,me,URD
Haan agr us darmeyaan me koi issue aye tb kisi ko hire kro,koi,URD
Haan agr us darmeyaan me koi issue aye tb kisi ko hire kro,issue,ENG
Haan agr us darmeyaan me koi issue aye tb kisi ko hire kro,aye,URD
Haan agr us darmeyaan me koi issue aye tb kisi ko hire kro,tb,URD
Haan agr us darmeyaan me koi issue aye tb kisi ko hire kro,kisi,URD
Haan agr us darmeyaan me koi issue aye tb kisi ko hire kro,ko,URD
Haan agr us darmeyaan me koi issue aye tb kisi ko hire kro,hire,ENG
Haan agr us darmeyaan me koi issue aye tb kisi ko hire kro,kro,URD
Start se hi hire krna is not a right decision,Start,ENG
Start se hi hire krna is not a right decision,se,URD
Start se hi hire krna is not a right decision,hi,URD
Start se hi hire krna is not a right decision,hire,ENG
Start se hi hire krna is not a right decision,krna,URD
Start se hi hire krna is not a right decision,is,ENG
Start se hi hire krna is not a right decision,not,ENG
Start se hi hire krna is not a right decision,a,ENG
Start se hi hire krna is not a right decision,right,ENG
Start se hi hire krna is not a right decision,decision,ENG
Aaj mera mood nahi hai for anything,Aaj,URD
Aaj mera mood nahi hai for anything,mera,URD
Aaj mera mood nahi hai for anything,mood,URD
Aaj mera mood nahi hai for anything,nahi,URD
Aaj mera mood nahi hai for anything,hai,URD
Aaj mera mood nahi hai for anything,for,ENG
Aaj mera mood nahi hai for anything,anything,ENG
"Bhai kal mera presentation hai, still not prepared at all",Bhai,URD
"Bhai kal mera presentation hai, still not prepared at all",kal,URD
"Bhai kal mera presentation hai, still not prepared at all",mera,URD
"Bhai kal mera presentation hai, still not prepared at all",presentation,ENG
"Bhai kal mera presentation hai, still not prepared at all","hai,",URD
"Bhai kal mera presentation hai, still not prepared at all",still,ENG
"Bhai kal mera presentation hai, still not prepared at all",not,ENG
"Bhai kal mera presentation hai, still not prepared at all",prepared,URD
"Bhai kal mera presentation hai, still not prepared at all",at,ENG
"Bhai kal mera presentation hai, still not prepared at all",all,URD
Khana kha liya? I was literally waiting for you,Khana,URD
Khana kha liya? I was literally waiting for you,kha,URD
Khana kha liya? I was literally waiting for you,liya?,URD
Khana kha liya? I was literally waiting for you,I,ENG
Khana kha liya? I was literally waiting for you,was,ENG
Khana kha liya? I was literally waiting for you,literally,ENG
Khana kha liya? I was literally waiting for you,waiting,ENG
Khana kha liya? I was literally waiting for you,for,ENG
Khana kha liya? I was literally waiting for you,you,ENG
"Yaar seriously I can't even right now, bohot thak gaya hoon",Yaar,URD
"Yaar seriously I can't even right now, bohot thak gaya hoon",seriously,ENG
"Yaar seriously I can't even right now, bohot thak gaya hoon",I,ENG
"Yaar seriously I can't even right now, bohot thak gaya hoon",can't,ENG
"Yaar seriously I can't even right now, bohot thak gaya hoon",even,URD
"Yaar seriously I can't even right now, bohot thak gaya hoon",right,ENG
"Yaar seriously I can't even right now, bohot thak gaya hoon","now,",ENG
"Yaar seriously I can't even right now, bohot thak gaya hoon",bohot,URD
"Yaar seriously I can't even right now, bohot thak gaya hoon",thak,URD
"Yaar seriously I can't even right now, bohot thak gaya hoon",gaya,URD
"Yaar seriously I can't even right now, bohot thak gaya hoon",hoon,URD
"Aaj ka din bohot busy tha, had 3 meetings back to back",Aaj,URD
"Aaj ka din bohot busy tha, had 3 meetings back to back",ka,URD
"Aaj ka din bohot busy tha, had 3 meetings back to back",din,URD
"Aaj ka din bohot busy tha, had 3 meetings back to back",bohot,URD
"Aaj ka din bohot busy tha, had 3 meetings back to back",busy,ENG
"Aaj ka din bohot busy tha, had 3 meetings back to back","tha,",URD
"Aaj ka din bohot busy tha, had 3 meetings back to back",had,ENG
"Aaj ka din bohot busy tha, had 3 meetings back to back",3,URD
"Aaj ka din bohot busy tha, had 3 meetings back to back",meetings,ENG
"Aaj ka din bohot busy tha, had 3 meetings back to back",back,ENG
"Aaj ka din bohot busy tha, had 3 meetings back to back",to,ENG
"Aaj ka din bohot busy tha, had 3 meetings back to back",back,ENG
Mujhe kal subah early uthna hai for the exam,Mujhe,URD
Mujhe kal subah early uthna hai for the exam,kal,URD
Mujhe kal subah early uthna hai for the exam,subah,URD
Mujhe kal subah early uthna hai for the exam,early,ENG
Mujhe kal subah early uthna hai for the exam,uthna,URD
Mujhe kal subah early uthna hai for the exam,hai,URD
Mujhe kal subah early uthna hai for the exam,for,ENG
Mujhe kal subah early uthna hai for the exam,the,ENG
Mujhe kal subah early uthna hai for the exam,exam,ENG
Honestly ye traffic mujhe kabhi time pe nahi pohanchne deta,Honestly,ENG
Honestly ye traffic mujhe kabhi time pe nahi pohanchne deta,ye,URD
Honestly ye traffic mujhe kabhi time pe nahi pohanchne deta,traffic,ENG
Honestly ye traffic mujhe kabhi time pe nahi pohanchne deta,mujhe,URD
Honestly ye traffic mujhe kabhi time pe nahi pohanchne deta,kabhi,URD
Honestly ye traffic mujhe kabhi time pe nahi pohanchne deta,time,ENG
Honestly ye traffic mujhe kabhi time pe nahi pohanchne deta,pe,URD
Honestly ye traffic mujhe kabhi time pe nahi pohanchne deta,nahi,URD
Honestly ye traffic mujhe kabhi time pe nahi pohanchne deta,pohanchne,URD
Honestly ye traffic mujhe kabhi time pe nahi pohanchne deta,deta,URD
"Tum log plans finalize karo, I'll just tag along",Tum,URD
"Tum log plans finalize karo, I'll just tag along",log,URD
"Tum log plans finalize karo, I'll just tag along",plans,ENG
"Tum log plans finalize karo, I'll just tag along",finalize,ENG
"Tum log plans finalize karo, I'll just tag along","karo,",URD
"Tum log plans finalize karo, I'll just tag along",I'll,ENG
"Tum log plans finalize karo, I'll just tag along",just,ENG
"Tum log plans finalize karo, I'll just tag along",tag,ENG
"Tum log plans finalize karo, I'll just tag along",along,URD
"Itna garam hai aaj, can't even step outside",Itna,URD
"Itna garam hai aaj, can't even step outside",garam,URD
"Itna garam hai aaj, can't even step outside",hai,URD
"Itna garam hai aaj, can't even step outside","aaj,",URD
"Itna garam hai aaj, can't even step outside",can't,ENG
"Itna garam hai aaj, can't even step outside",even,URD
"Itna garam hai aaj, can't even step outside",step,URD
"Itna garam hai aaj, can't even step outside",outside,ENG
Mera phone ka battery dead ho gaya right in the middle of the call,Mera,URD
Mera phone ka battery dead ho gaya right in the middle of the call,phone,ENG
Mera phone ka battery dead ho gaya right in the middle of the call,ka,URD
Mera phone ka battery dead ho gaya right in the middle of the call,battery,URD
Mera phone ka battery dead ho gaya right in the middle of the call,dead,URD
Mera phone ka battery dead ho gaya right in the middle of the call,ho,URD
Mera phone ka battery dead ho gaya right in the middle of the call,gaya,URD
Mera phone ka battery dead ho gaya right in the middle of the call,right,ENG
Mera phone ka battery dead ho gaya right in the middle of the call,in,ENG
Mera phone ka battery dead ho gaya right in the middle of the call,the,ENG
Mera phone ka battery dead ho gaya right in the middle of the call,middle,ENG
Mera phone ka battery dead ho gaya right in the middle of the call,of,ENG
Mera phone ka battery dead ho gaya right in the middle of the call,the,ENG
Mera phone ka battery dead ho gaya right in the middle of the call,call,ENG
I swear yeh assignment mujhse nahi ho raha,I,ENG
I swear yeh assignment mujhse nahi ho raha,swear,URD
I swear yeh assignment mujhse nahi ho raha,yeh,URD
I swear yeh assignment mujhse nahi ho raha,assignment,ENG
I swear yeh assignment mujhse nahi ho raha,mujhse,URD
I swear yeh assignment mujhse nahi ho raha,nahi,URD
I swear yeh assignment mujhse nahi ho raha,ho,URD
I swear yeh assignment mujhse nahi ho raha,raha,URD
"Chalo ab nikalte hain, we're already running late",Chalo,URD
"Chalo ab nikalte hain, we're already running late",ab,URD
"Chalo ab nikalte hain, we're already running late",nikalte,URD
"Chalo ab nikalte hain, we're already running late","hain,",URD
"Chalo ab nikalte hain, we're already running late",we're,ENG
"Chalo ab nikalte hain, we're already running late",already,ENG
"Chalo ab nikalte hain, we're already running late",running,ENG
"Chalo ab nikalte hain, we're already running late",late,ENG
Uska attitude bilkul change ho gaya since he got that job,Uska,URD
Uska attitude bilkul change ho gaya since he got that job,attitude,ENG
Uska attitude bilkul change ho gaya since he got that job,bilkul,URD
Uska attitude bilkul change ho gaya since he got that job,change,ENG
Uska attitude bilkul change ho gaya since he got that job,ho,URD
Uska attitude bilkul change ho gaya since he got that job,gaya,URD
Uska attitude bilkul change ho gaya since he got that job,since,ENG
Uska attitude bilkul change ho gaya since he got that job,he,ENG
Uska attitude bilkul change ho gaya since he got that job,got,ENG
Uska attitude bilkul change ho gaya since he got that job,that,ENG
Uska attitude bilkul change ho gaya since he got that job,job,ENG
"Kal se diet start karni hai, seriously this time",Kal,URD
"Kal se diet start karni hai, seriously this time",se,URD
"Kal se diet start karni hai, seriously this time",diet,ENG
"Kal se diet start karni hai, seriously this time",start,ENG
"Kal se diet start karni hai, seriously this time",karni,URD
"Kal se diet start karni hai, seriously this time","hai,",URD
"Kal se diet start karni hai, seriously this time",seriously,ENG
"Kal se diet start karni hai, seriously this time",this,ENG
"Kal se diet start karni hai, seriously this time",time,ENG
That movie was okay but ending bilkul samajh nahi aaya,That,ENG
That movie was okay but ending bilkul samajh nahi aaya,movie,ENG
That movie was okay but ending bilkul samajh nahi aaya,was,ENG
That movie was okay but ending bilkul samajh nahi aaya,okay,ENG
That movie was okay but ending bilkul samajh nahi aaya,but,ENG
That movie was okay but ending bilkul samajh nahi aaya,ending,ENG
That movie was okay but ending bilkul samajh nahi aaya,bilkul,URD
That movie was okay but ending bilkul samajh nahi aaya,samajh,URD
That movie was okay but ending bilkul samajh nahi aaya,nahi,URD
That movie was okay but ending bilkul samajh nahi aaya,aaya,URD
"Mummy ne kaha ke ghar jaldi aa jao, dinner is ready",Mummy,URD
"Mummy ne kaha ke ghar jaldi aa jao, dinner is ready",ne,URD
"Mummy ne kaha ke ghar jaldi aa jao, dinner is ready",kaha,URD
"Mummy ne kaha ke ghar jaldi aa jao, dinner is ready",ke,URD
"Mummy ne kaha ke ghar jaldi aa jao, dinner is ready",ghar,URD
"Mummy ne kaha ke ghar jaldi aa jao, dinner is ready",jaldi,URD
"Mummy ne kaha ke ghar jaldi aa jao, dinner is ready",aa,URD
"Mummy ne kaha ke ghar jaldi aa jao, dinner is ready","jao,",URD
"Mummy ne kaha ke ghar jaldi aa jao, dinner is ready",dinner,ENG
"Mummy ne kaha ke ghar jaldi aa jao, dinner is ready",is,ENG
"Mummy ne kaha ke ghar jaldi aa jao, dinner is ready",ready,ENG
"I don't know yaar, mujhe kuch decide nahi ho raha",I,ENG
"I don't know yaar, mujhe kuch decide nahi ho raha",don't,ENG
"I don't know yaar, mujhe kuch decide nahi ho raha",know,ENG
"I don't know yaar, mujhe kuch decide nahi ho raha","yaar,",URD
"I don't know yaar, mujhe kuch decide nahi ho raha",mujhe,URD
"I don't know yaar, mujhe kuch decide nahi ho raha",kuch,URD
"I don't know yaar, mujhe kuch decide nahi ho raha",decide,URD
"I don't know yaar, mujhe kuch decide nahi ho raha",nahi,URD
"I don't know yaar, mujhe kuch decide nahi ho raha",ho,URD
"I don't know yaar, mujhe kuch decide nahi ho raha",raha,URD
Weekend pe koi plan hai? I'm so bored right now,Weekend,URD
Weekend pe koi plan hai? I'm so bored right now,pe,URD
Weekend pe koi plan hai? I'm so bored right now,koi,URD
Weekend pe koi plan hai? I'm so bored right now,plan,ENG
Weekend pe koi plan hai? I'm so bored right now,hai?,URD
Weekend pe koi plan hai? I'm so bored right now,I'm,ENG
Weekend pe koi plan hai? I'm so bored right now,so,ENG
Weekend pe koi plan hai? I'm so bored right now,bored,ENG
Weekend pe koi plan hai? I'm so bored right now,right,ENG
Weekend pe koi plan hai? I'm so bored right now,now,ENG
"Ustaad ne assignment ka deadline extend kar diya, thank god",Ustaad,URD
"Ustaad ne assignment ka deadline extend kar diya, thank god",ne,URD
"Ustaad ne assignment ka deadline extend kar diya, thank god",assignment,ENG
"Ustaad ne assignment ka deadline extend kar diya, thank god",ka,URD
"Ustaad ne assignment ka deadline extend kar diya, thank god",deadline,ENG
"Ustaad ne assignment ka deadline extend kar diya, thank god",extend,URD
"Ustaad ne assignment ka deadline extend kar diya, thank god",kar,URD
"Ustaad ne assignment ka deadline extend kar diya, thank god","diya,",URD
"Ustaad ne assignment ka deadline extend kar diya, thank god",thank,ENG
"Ustaad ne assignment ka deadline extend kar diya, thank god",god,ENG
Mujhe lagta hai this internship is actually teaching me a lot,Mujhe,URD
Mujhe lagta hai this internship is actually teaching me a lot,lagta,URD
Mujhe lagta hai this internship is actually teaching me a lot,hai,URD
Mujhe lagta hai this internship is actually teaching me a lot,this,ENG
Mujhe lagta hai this internship is actually teaching me a lot,internship,ENG
Mujhe lagta hai this internship is actually teaching me a lot,is,ENG
Mujhe lagta hai this internship is actually teaching me a lot,actually,ENG
Mujhe lagta hai this internship is actually teaching me a lot,teaching,ENG
Mujhe lagta hai this internship is actually teaching me a lot,me,ENG
Mujhe lagta hai this internship is actually teaching me a lot,a,ENG
